0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00159687, 0.0138151, 0.00616712, 0, 0.0054383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.885973, 11.22, 0.0747, 0.903819, 0.45, 5.689, 2018, 11, 16, 14, 0, 18, 0.0771, 20.1615, 0.0270174, 18, 2399, 2679, 2266, 0, 23577, 12, 0, 0.998765, 0.0494148 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00243767, 0.00394772, 0.010711, 0.0360257, 0.0535207, 0.0239246, 0.0167435, 0.0165889, 0.0489071, 0.140193, 0.0862779, 0.0065473, 0.00713814, 0.00129022, 0, 0.00149276, 0.00298494, 0.048036, 0.00226272, 0, 0.88449, 11.26, 0.0747, 0.901947, 0.44, 5.689, 2018, 11, 16, 14, 0, 20, 0.0771, 81.8161, 0.50903, 18, 2397, 2679, 2268, 0, 23575, 12, 0, 0.999162, 0.0335149 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00226571, 0.00678343, 0.0381624, 0.044938, 0.0293409, 0.0133282, 0.0431091, 0.0730114, 0.021253, 0.00904395, 0.00311299, 0.00323926, 0.00207596, 0.005603, 0.00862909, 0.0147886, 0.0123708, 0.00626482, 0.00281396, 0.885232, 11.22, 0.0747, 0.901012, 0.43, 5.69, 2018, 11, 16, 14, 0, 21, 0.0771, 74.6896, 0.340135, 18, 2398, 2679, 2268, 0, 23574, 12, 0, 1.00104, -0.0415153 
0.00146437, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00110666, 0.00510895, 0.00953132, 0.0136961, 0.0191293, 0.0364773, 0.021223, 0.0109021, 0.0327442, 0.0234675, 0.0220502, 0.014276, 0.0109817, 0.0149008, 0.0228985, 0.0165232, 0.0112729, 0.00481003, 0.00230495, 0, 0, 0.885973, 11.22, 0.0747, 0.902883, 0.43, 5.69, 2018, 11, 16, 14, 0, 23, 0.0771, 73.5175, 0.294869, 18, 2400, 2678, 2267, 0, 23574, 12, 0, 0.9998, 0.00798545 
0.00315876, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0118907, 0.0196944, 0.00427296, 0, 0, 0, 0, 0, 0, 0, 0, 0.00127288, 0.0820582, 0, 0, 0, 0, 0.890421, 11.17, 0.0747, 0.901947, 0.43, 5.69, 2018, 11, 16, 14, 0, 25, 0.0771, 129.168, 0.122348, 18, 2398, 2679, 2268, 0, 23574, 12, 0, 1.00586, -0.233821 
0.00108305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00150456, 0.0128072, 0.00995096, 0.00130731, 0, 0, 0, 0.00197256, 0.00360728, 0.0166729, 0.0265235, 0.0429577, 0.0187315, 0.00106819, 0.00117105, 0, 0, 0.00232978, 0.0478207, 0.890421, 11.15, 0.0747, 0.902883, 0.42, 5.69, 2018, 11, 16, 14, 0, 26, 0.0771, 144.108, 0.189508, 18, 2399, 2679, 2268, 0, 23573, 12, 0, 1.00482, -0.192349 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00127559, 0.0410608, 0.115926, 0.0240217, 0.0361066, 0.0640094, 0.0425609, 0.274743, 0.0203211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.883749, 11.15, 0.0747, 0.902883, 0.44, 5.69, 2018, 11, 16, 14, 0, 28, 0.0771, 62.593, 0.620026, 18, 2399, 2679, 2267, 0, 23575, 12, 0, 0.99729, 0.10853 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00334728, 0.0197808, 0.0232931, 0.00763292, 0.00342105, 0.00249721, 0.0010997, 0, 0.00120564, 0.00216221, 0.0180981, 0.00921361, 0.00317081, 0.00350189, 0, 0.0220461, 0.0170749, 0.00138257, 0.893387, 11.17, 0.0747, 0.902883, 0.43, 5.69, 2018, 11, 16, 14, 0, 29, 0.0771, 107.413, 0.138928, 18, 2397, 2679, 2268, 0, 23574, 12, 0, 1.00817, -0.32535 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00171749, 0.006059, 0.0044502, 0.00520201, 0.0149896, 0.0186789, 0.0121147, 0.0106743, 0.0192419, 0.0293865, 0.0116372, 0.0110227, 0.0216202, 0.0104473, 0.0123732, 0.0126663, 0.0128165, 0.00623272, 0.00923463, 0.0131599, 0.397064, 0.880783, 11.16, 0.0747, 0.902883, 0.42, 5.689, 2018, 11, 16, 14, 0, 31, 0.0771, 246.818, 0.640789, 18, 2400, 2678, 2267, 0, 23573, 12, 0, 0.993944, 0.242984 
0, 0, 0, 0, 0, 0, 0, 0, 0.00139627, 0, 0, 0, 0, 0, 0, 0, 0, 0.0024089, 0.0109773, 0.0335213, 0.00150061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0016469, 0.00516923, 0.0824995, 0.890421, 11.18, 0.0747, 0.902883, 0.43, 5.689, 2018, 11, 16, 14, 0, 32, 0.0771, 184.675, 0.13912, 18, 2398, 2679, 2268, 0, 23574, 12, 0, 1.00482, -0.192349 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00656651, 0.0059906, 0.0169347, 0.00181558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00683258, 0.0400044, 0.0421394, 0.888939, 11.22, 0.0747, 0.902883, 0.44, 5.69, 2018, 11, 16, 14, 0, 34, 0.0771, 208.749, 0.120284, 18, 2398, 2679, 2267, 0, 23575, 12, 0, 1.00315, -0.125682 
0, 0, 0, 0, 0, 0.00229368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00185216, 0.00916095, 0.00491979, 0.00321251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0524756, 0.0153039, 0.00142988, 0, 0, 0.88449, 11.25, 0.0747, 0.902883, 0.44, 5.69, 2018, 11, 16, 14, 0, 35, 0.0771, 143.7, 0.0906484, 18, 2399, 2679, 2268, 0, 23575, 12, 0, 0.998127, 0.0749871 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00107287, 0.00778525, 0.00593197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00882473, 0.0405996, 0.887456, 11.2, 0.0747, 0.901947, 0.43, 5.69, 2018, 11, 16, 14, 0, 37, 0.0771, 213.804, 0.0642144, 18, 2398, 2679, 2268, 0, 23574, 12, 0, 1.00251, -0.100376 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0131629, 0.887456, 11.19, 0.0747, 0.902883, 0.43, 5.69, 2018, 11, 16, 14, 0, 38, 0.0771, 458.502, 0.0131629, 18, 2398, 2679, 2268, 0, 23574, 12, 0, 1.00147, -0.0589042 
0, 0, 0, 0, 0, 0.00251648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.034293, 0.891904, 11.12, 0.0747, 0.901947, 0.43, 5.69, 2018, 11, 16, 14, 0, 40, 0.0771, 354.657, 0.0368095, 18, 2398, 2679, 2268, 0, 23574, 11, 0, 1.00754, -0.300377 
0.00200394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00197789, 0.0117744, 0.0187693, 0.0122129, 0.0144973, 0.0240177, 0.00550568, 0.00698823, 0.0142429, 0.00184747, 0, 0, 0, 0, 0, 0, 0, 0.0137631, 0.00994206, 0.0151866, 0.888197, 11.14, 0.0747, 0.902883, 0.43, 5.69, 2018, 11, 16, 14, 0, 41, 0.0771, 70.3563, 0.15273, 18, 2398, 2679, 2268, 0, 23574, 12, 0, 1.00231, -0.0923071 
0, 0, 0, 0, 0.00115691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.019238, 0.890421, 11.16, 0.0747, 0.901947, 0.42, 5.69, 2018, 11, 16, 14, 0, 43, 0.0771, 346.656, 0.0203949, 18, 2398, 2679, 2267, 0, 23572, 12, 0, 1.00586, -0.233821 
0, 0, 0, 0, 0.00150773, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00199297, 0.00828805, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00134553, 0.246895, 0.88968, 11.17, 0.0747, 0.902883, 0.44, 5.69, 2018, 11, 16, 14, 0, 44, 0.0771, 404.693, 0.260029, 18, 2398, 2679, 2268, 0, 23575, 12, 0, 1.00398, -0.159029 
0, 0, 0, 0, 0, 0.00469059, 0, 0, 0, 0, 0, 0.00107492, 0.00123767, 0, 0, 0.00227501, 0.0045842, 0.0186126, 0.00469727, 0.00163396, 0, 0, 0, 0, 0, 0, 0.00322284, 0.00737838, 0.0384929, 0.0590857, 0.00353711, 0, 0, 0.0059522, 0.109025, 0.315826, 0.883007, 11.17, 0.0747, 0.902883, 0.43, 5.69, 2018, 11, 16, 14, 0, 46, 0.0771, 289.336, 0.581326, 18, 2398, 2678, 2268, 0, 23574, 12, 0, 0.996454, 0.142101 
0, 0, 0, 0, 0.00202019, 0.00253229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.657211, 0.891904, 11.2, 0.0747, 0.901947, 0.42, 5.69, 2018, 11, 16, 14, 0, 47, 0.0771, 480.006, 0.661763, 18, 2399, 2678, 2267, 0, 23573, 12, 0, 1.00754, -0.300377 
0, 0, 0, 0, 0, 0.00547272, 0.00193538, 0, 0, 0.00217152, 0.00199191, 0.00100902, 0, 0, 0, 0, 0.00128476, 0.00339065, 0.00221086, 0.00798478, 0.00281743, 0.00401648, 0, 0.001473, 0.00147047, 0.00888217, 0.0265826, 0.120809, 0.0521724, 0.243849, 0.0202935, 0.133199, 0.00330722, 0.00517752, 0.00272043, 0.00856101, 0.888939, 11.24, 0.0747, 0.902883, 0.42, 5.69, 2018, 11, 16, 14, 0, 49, 0.0771, 147.589, 0.662783, 18, 2398, 2678, 2267, 0, 23573, 12, 0, 1.00315, -0.125682 
0, 0, 0, 0, 0, 0.00481594, 0, 0, 0, 0.0020686, 0.00206196, 0, 0, 0, 0, 0.00940744, 0.0133632, 0.00918398, 0.00137602, 0.00153154, 0, 0.00166988, 0, 0.00621834, 0.0247393, 0.129259, 0.0804565, 0.0414394, 0.00835964, 0, 0, 0, 0, 0, 0.00237503, 0.17143, 0.891904, 11.22, 0.0747, 0.901947, 0.42, 5.69, 2018, 11, 16, 14, 0, 50, 0.0771, 147.006, 0.509756, 18, 2399, 2679, 2267, 0, 23573, 12, 0, 1.00754, -0.300377 
